id_meeting,regatta_number,id_athlete,id_position,latitude,longitude,speed,direction,sample_time,distance_from_start,distance_to_finish,sample_time_strapolated,latitude_strapolated,longitude_strapolated
95,1,1,4522dc50-b81b-424e-bf2d-592fc10c1da5,55.36223800,9.21820100,12.60,40.000,2023-08-31 07:33:37.000,801.27195375,16602.77112290,2023-08-31 07:33:37.000,55.36223800,9.21820100
95,1,1,bd7c69bd-6ccc-4efb-81fa-74f5d4933d3e,55.36226400,9.21823800,13.50,40.000,2023-08-31 07:33:38.000,804.99358711,16599.18011529,2023-08-31 07:33:38.000,55.36226400,9.21823800
95,1,1,a6f7c778-6178-4802-a04b-a2b893cf7e86,55.36074500,9.21552900,12.50,55.000,2023-08-31 07:32:31.000,563.65375030,16836.99352161,2023-08-31 07:32:31.000,55.36074500,9.21552900
95,1,1,56453ee0-d790-464e-b22d-575e4cec2e4b,55.36231500,9.21831000,13.00,39.000,2023-08-31 07:33:40.000,812.27106178,16592.16574532,2023-08-31 07:33:40.000,55.36231500,9.21831000
95,1,1,74880edc-9850-4a17-864c-e7e99bb0641b,55.36234000,9.21834600,13.10,39.000,2023-08-31 07:33:41.000,815.86644319,16588.69119836,2023-08-31 07:33:41.000,55.36234000,9.21834600
95,1,1,7b42037b-a72f-4b0f-b9f3-913caf9d2ea8,55.36236500,9.21838200,12.60,40.000,2023-08-31 07:33:42.000,819.46182369,16585.21665140,2023-08-31 07:33:42.000,55.36236500,9.21838200
95,1,1,ad178177-1228-4941-8180-8f2efc2b3334,55.36077900,9.21561790,12.60,56.000,2023-08-31 07:32:33.000,570.43203915,16830.22382494,2023-08-31 07:32:33.000,55.36077900,9.21561790
95,1,1,b0962970-19ae-4ab4-8eb1-9aad87d3245c,55.36241300,9.21845600,12.80,42.000,2023-08-31 07:33:44.000,826.56512248,16578.29574041,2023-08-31 07:33:44.000,55.36241300,9.21845600
95,1,1,526d53cd-a80b-422b-969c-c113abd61d1c,55.36243800,9.21849500,13.00,42.000,2023-08-31 07:33:45.000,830.28359485,16574.66763967,2023-08-31 07:33:45.000,55.36243800,9.21849500
95,1,1,374d8dfd-9665-4dfe-8acb-0fb15075bd48,55.36246100,9.21853300,13.00,43.000,2023-08-31 07:33:46.000,833.79499124,16571.22127563,2023-08-31 07:33:46.000,55.36246100,9.21853300
95,1,1,19492722-dcc9-4bf5-9ea0-9e648490a785,55.36248500,9.21857000,12.50,41.000,2023-08-31 07:33:47.000,837.34631868,16567.76082014,2023-08-31 07:33:47.000,55.36248500,9.21857000
95,1,1,becbd121-6700-4d8c-99ab-c5ec1314d420,55.36250900,9.21860600,13.10,40.000,2023-08-31 07:33:48.000,840.85627955,16564.35154924,2023-08-31 07:33:48.000,55.36250900,9.21860600
95,1,1,a634f323-f86d-4145-81e1-52b93452a2af,55.36253400,9.21864190,12.50,40.000,2023-08-31 07:33:49.000,844.44765079,16560.88212074,2023-08-31 07:33:49.000,55.36253400,9.21864190
95,1,1,a4bf2ec0-54b5-41fe-82f5-7539dfe0bfb3,55.36255800,9.21867800,12.80,40.000,2023-08-31 07:33:50.000,847.96171706,16557.46773138,2023-08-31 07:33:50.000,55.36255800,9.21867800
95,1,1,2c2f4901-53e0-4821-9f2e-aaf5f629262a,55.36258300,9.21871500,13.10,41.000,2023-08-31 07:33:51.000,851.59748347,16553.94199983,2023-08-31 07:33:51.000,55.36258300,9.21871500
95,1,1,e3011eef-ce91-42de-a851-ce2bfa40dd69,55.36260600,9.21875300,12.60,43.000,2023-08-31 07:33:52.000,855.10887383,16550.49563580,2023-08-31 07:33:52.000,55.36260600,9.21875300
95,1,1,81fd6c2a-eab9-4ff0-a4c1-beab5d4e2128,55.36263000,9.21879200,13.10,43.000,2023-08-31 07:33:53.000,858.74481660,16546.93281111,2023-08-31 07:33:53.000,55.36263000,9.21879200
95,1,1,a4198248-df3f-437d-a5ae-2d8b7b72cb55,55.36265300,9.21883000,12.60,43.000,2023-08-31 07:33:54.000,862.25620500,16543.48644707,2023-08-31 07:33:54.000,55.36265300,9.21883000
95,1,1,47f5d977-7b13-4eed-b5c3-45e1194c2bdf,55.36267700,9.21886900,13.30,42.000,2023-08-31 07:33:55.000,865.89214578,16539.92362238,2023-08-31 07:33:55.000,55.36267700,9.21886900
95,1,1,715302b2-ff48-4d37-80f5-de75b946f573,55.36079700,9.21566200,12.10,54.000,2023-08-31 07:32:34.000,573.86648086,16826.79161516,2023-08-31 07:32:34.000,55.36079700,9.21566200
95,1,1,f7836818-9553-4e24-bf32-98d427baf973,55.36081600,9.21570600,12.60,52.000,2023-08-31 07:32:35.000,577.36196335,16823.29924777,2023-08-31 07:32:35.000,55.36081600,9.21570600
95,1,1,f85e7351-0c25-49e8-99c7-129ae01e48dc,55.36275100,9.21897890,12.80,39.000,2023-08-31 07:33:58.000,876.67058914,16529.46800684,2023-08-31 07:33:58.000,55.36275100,9.21897890
95,1,1,9c98ffdf-a4cd-4f99-b10a-96fa46b6f720,55.36083600,9.21574900,12.60,51.000,2023-08-31 07:32:36.000,580.87668798,16819.79278893,2023-08-31 07:32:36.000,55.36083600,9.21574900
95,1,1,36c26ee5-651d-4067-8fb0-d79048000fbc,55.36280100,9.21905100,13.10,39.000,2023-08-31 07:34:00.000,883.86592781,16522.51379446,2023-08-31 07:34:00.000,55.36280100,9.21905100
95,1,1,79c7cde1-bd4d-4bfc-9f19-3cdb8943812e,55.36282500,9.21908600,12.60,39.000,2023-08-31 07:34:01.000,887.33517196,16519.15570816,2023-08-31 07:34:01.000,55.36282500,9.21908600
95,1,1,f56579d3-f661-4d8f-9f5a-b088aa1a181c,55.36285100,9.21912100,13.10,38.000,2023-08-31 07:34:02.000,890.97855167,16515.66706975,2023-08-31 07:34:02.000,55.36285100,9.21912100
